Profile	Rawfilename	yyyy-mm-dd hh:mm	Project	Depth [m]	Sampled volume [L]	LPM (1-2 µm) [# l-1]	LPM (2-4 µm) [# l-1]	LPM (4-8 µm) [# l-1]	LPM (8-16 µm) [# l-1]	LPM (16-32 µm) [# l-1]	LPM (32-64 µm) [# l-1]	LPM (64-128 µm) [# l-1]	LPM (128-256 µm) [# l-1]	LPM (256-512 µm) [# l-1]	LPM (0.512-1.02 mm) [# l-1]	LPM (1.02-2.05 mm) [# l-1]	LPM (2.05-4.1 mm) [# l-1]	LPM (4.1-8.19 mm) [# l-1]	LPM (8.19-16.4 mm) [# l-1]	LPM (>16.4 mm) [# l-1]	LPM biovolume (1-2 µm) [mm3 l-1]	LPM biovolume (2-4 µm) [mm3 l-1]	LPM biovolume (4-8 µm) [mm3 l-1]	LPM biovolume (8-16 µm) [mm3 l-1]	LPM biovolume (16-32 µm) [mm3 l-1]	LPM biovolume (32-64 µm) [mm3 l-1]	LPM biovolume (64-128 µm) [mm3 l-1]	LPM biovolume (128-256 µm) [mm3 l-1]	LPM biovolume (256-512 µm) [mm3 l-1]	LPM biovolume (0.512-1.02 mm) [mm3 l-1]	LPM biovolume (1.02-2.05 mm) [mm3 l-1]	LPM biovolume (2.05-4.1 mm) [mm3 l-1]	LPM biovolume (4.1-8.19 mm) [mm3 l-1]	LPM biovolume (8.19-16.4 mm) [mm3 l-1]	LPM biovolume (>16.4 mm) [mm3 l-1]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	pressure [db]	qc flag	spar [umol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:05:51	EcoPart TU Project UVP Remote Lambda HTTP	887.5	2.26	0.0	0.0	0.0	0.0	0.0	261.0619469026549	10.619469026548673	55.75221238938054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:06:54	EcoPart TU Project UVP Remote Lambda HTTP	892.5	2.26	0.0	0.0	0.0	0.0	0.0	258.40707964601773	10.619469026548673	55.75221238938054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:07:57	EcoPart TU Project UVP Remote Lambda HTTP	897.5	2.26	0.0	0.0	0.0	0.0	0.0	256.63716814159295	10.619469026548673	55.75221238938054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:09:00	EcoPart TU Project UVP Remote Lambda HTTP	902.5	2.26	0.0	0.0	0.0	0.0	0.0	254.86725663716817	10.619469026548673	55.75221238938054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:10:03	EcoPart TU Project UVP Remote Lambda HTTP	907.5	2.26	0.0	0.0	0.0	0.0	0.0	252.212389380531	10.619469026548673	55.75221238938054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:11:06	EcoPart TU Project UVP Remote Lambda HTTP	912.5	2.26	0.0	0.0	0.0	0.0	0.0	250.4424778761062	10.619469026548673	55.30973451327434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:12:09	EcoPart TU Project UVP Remote Lambda HTTP	917.5	2.26	0.0	0.0	0.0	0.0	0.0	247.78761061946906	10.619469026548673	55.30973451327434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:13:12	EcoPart TU Project UVP Remote Lambda HTTP	922.5	2.26	0.0	0.0	0.0	0.0	0.0	246.01769911504428	10.619469026548673	55.30973451327434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:14:15	EcoPart TU Project UVP Remote Lambda HTTP	927.5	2.26	0.0	0.0	0.0	0.0	0.0	244.2477876106195	10.619469026548673	55.30973451327434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:15:18	EcoPart TU Project UVP Remote Lambda HTTP	932.5	2.26	0.0	0.0	0.0	0.0	0.0	241.59292035398232	10.619469026548673	55.30973451327434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:16:21	EcoPart TU Project UVP Remote Lambda HTTP	937.5	2.26	0.0	0.0	0.0	0.0	0.0	239.82300884955754	10.619469026548673	54.86725663716815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:17:24	EcoPart TU Project UVP Remote Lambda HTTP	942.5	2.26	0.0	0.0	0.0	0.0	0.0	237.16814159292036	10.619469026548673	54.86725663716815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:18:27	EcoPart TU Project UVP Remote Lambda HTTP	947.5	2.26	0.0	0.0	0.0	0.0	0.0	235.3982300884956	10.619469026548673	54.42477876106195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:19:30	EcoPart TU Project UVP Remote Lambda HTTP	952.5	2.26	0.0	0.0	0.0	0.0	0.0	233.62831858407083	10.619469026548673	54.42477876106195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:20:33	EcoPart TU Project UVP Remote Lambda HTTP	957.5	2.26	0.0	0.0	0.0	0.0	0.0	230.97345132743365	10.619469026548673	54.42477876106195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:21:36	EcoPart TU Project UVP Remote Lambda HTTP	962.5	2.26	0.0	0.0	0.0	0.0	0.0	229.20353982300887	10.619469026548673	53.982300884955755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:22:39	EcoPart TU Project UVP Remote Lambda HTTP	967.5	2.26	0.0	0.0	0.0	0.0	0.0	226.5486725663717	10.619469026548673	53.982300884955755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:23:42	EcoPart TU Project UVP Remote Lambda HTTP	972.5	2.26	0.0	0.0	0.0	0.0	0.0	224.77876106194694	10.619469026548673	53.982300884955755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:24:45	EcoPart TU Project UVP Remote Lambda HTTP	977.5	2.26	0.0	0.0	0.0	0.0	0.0	223.00884955752215	10.619469026548673	53.982300884955755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:25:48	EcoPart TU Project UVP Remote Lambda HTTP	982.5	2.26	0.0	0.0	0.0	0.0	0.0	220.35398230088498	10.619469026548673	53.53982300884956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:26:51	EcoPart TU Project UVP Remote Lambda HTTP	987.5	2.26	0.0	0.0	0.0	0.0	0.0	218.5840707964602	10.619469026548673	53.53982300884956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:27:54	EcoPart TU Project UVP Remote Lambda HTTP	992.5	2.26	0.0	0.0	0.0	0.0	0.0	215.92920353982302	10.619469026548673	53.53982300884956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:28:57	EcoPart TU Project UVP Remote Lambda HTTP	997.5	2.26	0.0	0.0	0.0	0.0	0.0	214.15929203539824	10.619469026548673	53.53982300884956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:30:00	EcoPart TU Project UVP Remote Lambda HTTP	1002.5	2.26	0.0	0.0	0.0	0.0	0.0	212.38938053097348	10.619469026548673	53.09734513274337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:31:03	EcoPart TU Project UVP Remote Lambda HTTP	1007.5	2.26	0.0	0.0	0.0	0.0	0.0	211.06194690265488	10.619469026548673	53.09734513274337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:32:06	EcoPart TU Project UVP Remote Lambda HTTP	1012.5	2.26	0.0	0.0	0.0	0.0	0.0	210.1769911504425	10.619469026548673	53.09734513274337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:33:09	EcoPart TU Project UVP Remote Lambda HTTP	1017.5	2.26	0.0	0.0	0.0	0.0	0.0	208.84955752212392	10.619469026548673	53.09734513274337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:34:12	EcoPart TU Project UVP Remote Lambda HTTP	1022.5	2.26	0.0	0.0	0.0	0.0	0.0	207.96460176991152	10.619469026548673	53.09734513274337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:35:15	EcoPart TU Project UVP Remote Lambda HTTP	1027.5	2.26	0.0	0.0	0.0	0.0	0.0	207.07964601769913	10.619469026548673	52.654867256637175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:36:18	EcoPart TU Project UVP Remote Lambda HTTP	1032.5	2.26	0.0	0.0	0.0	0.0	0.0	205.75221238938056	10.619469026548673	52.654867256637175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:37:21	EcoPart TU Project UVP Remote Lambda HTTP	1037.5	2.26	0.0	0.0	0.0	0.0	0.0	204.86725663716817	10.619469026548673	52.654867256637175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:38:24	EcoPart TU Project UVP Remote Lambda HTTP	1042.5	2.26	0.0	0.0	0.0	0.0	0.0	203.53982300884957	10.619469026548673	52.654867256637175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:39:27	EcoPart TU Project UVP Remote Lambda HTTP	1047.5	2.26	0.0	0.0	0.0	0.0	0.0	202.65486725663717	10.619469026548673	52.21238938053098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:40:30	EcoPart TU Project UVP Remote Lambda HTTP	1052.5	2.26	0.0	0.0	0.0	0.0	0.0	201.7699115044248	10.619469026548673	52.21238938053098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:41:33	EcoPart TU Project UVP Remote Lambda HTTP	1057.5	2.26	0.0	0.0	0.0	0.0	0.0	200.4424778761062	10.619469026548673	51.76991150442478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:42:36	EcoPart TU Project UVP Remote Lambda HTTP	1062.5	2.26	0.0	0.0	0.0	0.0	0.0	199.55752212389382	10.619469026548673	51.32743362831859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:43:39	EcoPart TU Project UVP Remote Lambda HTTP	1067.5	2.26	0.0	0.0	0.0	0.0	0.0	198.23008849557525	10.619469026548673	51.32743362831859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:44:42	EcoPart TU Project UVP Remote Lambda HTTP	1072.5	2.26	0.0	0.0	0.0	0.0	0.0	197.34513274336285	10.619469026548673	51.32743362831859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:45:45	EcoPart TU Project UVP Remote Lambda HTTP	1077.5	2.26	0.0	0.0	0.0	0.0	0.0	196.46017699115046	10.619469026548673	51.32743362831859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:46:48	EcoPart TU Project UVP Remote Lambda HTTP	1082.5	2.26	0.0	0.0	0.0	0.0	0.0	195.1327433628319	10.619469026548673	50.88495575221239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:47:51	EcoPart TU Project UVP Remote Lambda HTTP	1087.5	2.26	0.0	0.0	0.0	0.0	0.0	194.2477876106195	10.619469026548673	50.88495575221239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:48:54	EcoPart TU Project UVP Remote Lambda HTTP	1092.5	2.26	0.0	0.0	0.0	0.0	0.0	192.9203539823009	10.619469026548673	50.88495575221239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:49:57	EcoPart TU Project UVP Remote Lambda HTTP	1097.5	2.26	0.0	0.0	0.0	0.0	0.0	192.0353982300885	10.619469026548673	50.88495575221239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:51:00	EcoPart TU Project UVP Remote Lambda HTTP	1102.5	2.26	0.0	0.0	0.0	0.0	0.0	191.1504424778761	10.619469026548673	50.4424778761062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:52:03	EcoPart TU Project UVP Remote Lambda HTTP	1107.5	2.26	0.0	0.0	0.0	0.0	0.0	189.82300884955754	10.619469026548673	50.4424778761062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:53:06	EcoPart TU Project UVP Remote Lambda HTTP	1112.5	2.26	0.0	0.0	0.0	0.0	0.0	188.93805309734515	10.619469026548673	50.4424778761062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:54:09	EcoPart TU Project UVP Remote Lambda HTTP	1117.5	2.26	0.0	0.0	0.0	0.0	0.0	187.61061946902657	10.619469026548673	50.00000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:55:12	EcoPart TU Project UVP Remote Lambda HTTP	1122.5	2.26	0.0	0.0	0.0	0.0	0.0	186.72566371681418	10.619469026548673	50.00000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:56:15	EcoPart TU Project UVP Remote Lambda HTTP	1127.5	2.26	0.0	0.0	0.0	0.0	0.0	185.8407079646018	10.619469026548673	50.00000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:57:18	EcoPart TU Project UVP Remote Lambda HTTP	1132.5	2.26	0.0	0.0	0.0	0.0	0.0	184.51327433628322	10.619469026548673	49.55752212389381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:58:21	EcoPart TU Project UVP Remote Lambda HTTP	1137.5	2.26	0.0	0.0	0.0	0.0	0.0	183.62831858407083	10.619469026548673	49.55752212389381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 05:59:24	EcoPart TU Project UVP Remote Lambda HTTP	1142.5	2.26	0.0	0.0	0.0	0.0	0.0	182.30088495575222	10.619469026548673	49.55752212389381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 06:00:27	EcoPart TU Project UVP Remote Lambda HTTP	1147.5	2.26	0.0	0.0	0.0	0.0	0.0	181.41592920353983	10.619469026548673	49.115044247787615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 06:01:30	EcoPart TU Project UVP Remote Lambda HTTP	1152.5	2.26	0.0	0.0	0.0	0.0	0.0	180.53097345132744	10.619469026548673	49.115044247787615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 06:02:33	EcoPart TU Project UVP Remote Lambda HTTP	1157.5	2.26	0.0	0.0	0.0	0.0	0.0	179.20353982300887	10.619469026548673	49.115044247787615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 06:03:36	EcoPart TU Project UVP Remote Lambda HTTP	1162.5	2.26	0.0	0.0	0.0	0.0	0.0	178.31858407079648	10.619469026548673	48.67256637168142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 06:04:39	EcoPart TU Project UVP Remote Lambda HTTP	1167.5	2.26	0.0	0.0	0.0	0.0	0.0	176.9911504424779	10.619469026548673	48.67256637168142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 06:05:42	EcoPart TU Project UVP Remote Lambda HTTP	1172.5	2.26	0.0	0.0	0.0	0.0	0.0	176.1061946902655	10.619469026548673	48.67256637168142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
lambdasample02	HDRlambdasample02_UVPSN_DEPTH_LPM.txt	2019-11-21 06:06:45	EcoPart TU Project UVP Remote Lambda HTTP	1177.5	2.26	0.0	0.0	0.0	0.0	0.0	175.22123893805312	10.619469026548673	48.230088495575224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
